element_type,osmid,geometry,bicycle,crossing,highway,horse,crossing:markings,ford,intermittent,crossing:island,tactile_paving,nodes,smoothness,surface,foot,layer,segregated,tunnel,width,cycleway,lanes,note,access,description,historic,name,website,footway,motor_vehicle,lit,bridge,operator,service,store,postal_code,oneway,source,road_marking,covered,button_operated,wheelchair,access_aisle,ski,snowmobile,public_transport,public_transport:version,railway,addr:city,addr:country,addr:housenumber,addr:state,addr:street,incline,step_count,check_date,dog,stroller,indoor,level,ramp,handrail
way,838472056,"LINESTRING (-112.038763 33.3807787, -112.0387745 33.3809781)",,,track,,,,,,,"[7825369712, 7825369717]",,,,,,,,,,,private,,,,,,,,,,,"Walmart Neighborhood Market, 2435 E Baseline Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,838472057,"LINESTRING (-112.0387745 33.3809781, -112.038795 33.3825319, -112.0387918 33.3839276, -112.0387918 33.3856523, -112.0387208 33.3858745, -112.038712 33.3859484)",,,track,,,,,,,"[7825369717, 7825369713, 7825369714, 7825369715, 7825369716, 41713300]",,,,,,,,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 2435 E Baseline Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,930815842,"LINESTRING (-112.0306159 33.3833627, -112.0307315 33.3832775, -112.0308208 33.3833715, -112.0307977 33.3833881, -112.0308102 33.3834013)",,,footway,,,,,,,"[8630417648, 8630417649, 8630417650, 8630417651, 8630417652]",,,,,,,,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 2435 E Baseline Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,930815843,"LINESTRING (-112.0311631 33.3832862, -112.0312017 33.3832615, -112.0312297 33.3832918, -112.0314805 33.3835517, -112.0314896 33.3835612)",,,footway,,,,,,,"[8630464103, 8630417654, 8630417824, 8630464095, 8630464092]",,,,,,,,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 2435 E Baseline Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,930815845,"LINESTRING (-112.0308208 33.3833715, -112.0310268 33.3832343, -112.0309394 33.3831381, -112.0309223 33.3831203, -112.0309085 33.3831096, -112.0308903 33.3830989, -112.030869 33.3830927, -112.0308434 33.3830909, -112.0308253 33.3830891, -112.0308093 33.3830883, -112.030788 33.3830847, -112.0307656 33.3830847, -112.030741 33.383074, -112.0307282 33.3830642, -112.0307165 33.3830464, -112.0307144 33.383033, -112.0307122 33.3830099, -112.0307144 33.3829939, -112.0307144 33.3829787, -112.0307144 33.3829574, -112.0307112 33.3829413, -112.0307069 33.3829226, -112.0307026 33.3829084, -112.0306952 33.3828879, -112.0306856 33.3828576, -112.0306189 33.3828915, -112.0305747 33.3829075, -112.0305437 33.3829164, -112.0304968 33.3829235, -112.0304552 33.382928, -112.0304232 33.3829297, -112.0303998 33.3829404, -112.030372 33.3829618, -112.0302621 33.3829618)",,,footway,,,,,,,"[8630417650, 8630417657, 8630417658, 8630417659, 8630417660, 8630417661, 8630417662, 8630417663, 8630417664, 8630417665, 8630417666, 8630417667, 8630417668, 8630417669, 8630417670, 8630417671, 8630417672, 8630417673, 8630417674, 8630417675, 8630417676, 8630417677, 8630417678, 8630417679, 8630417680, 8630417681, 8630417682, 8630417683, 8630417684, 8630417685, 8630417686, 8630417687, 8630417688, 8630417689]",,,,,,,,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 2435 E Baseline Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,930815846,"LINESTRING (-112.0309394 33.3831381, -112.0311132 33.3830126, -112.0310329 33.3829275, -112.0310175 33.3829112)",,,footway,,,,,,,"[8630417658, 8630417690, 8630417700, 4906654170]",,,,,,,,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 2435 E Baseline Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,930815847,"LINESTRING (-112.0311132 33.3830126, -112.0312113 33.3829502, -112.0311249 33.3828659, -112.0311026 33.3828442)",,,footway,,,,,,,"[8630417690, 8630417697, 8630417699, 8630417698]",,,,,,,,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 2435 E Baseline Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,930815848,"LINESTRING (-112.0311249 33.3828659, -112.0310329 33.3829275)",,,footway,,,,,,,"[8630417699, 8630417700]",,,,,,,,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 2435 E Baseline Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,930815849,"LINESTRING (-112.031293 33.3828943, -112.0317121 33.3826087, -112.0319148 33.3824704, -112.0319745 33.3824291, -112.0320548 33.3823749, -112.0322312 33.382254, -112.0323078 33.3822016, -112.0325634 33.3820276, -112.0326265 33.3819849, -112.0328107 33.3820006, -112.0329033 33.3820084, -112.0334562 33.3820553)",,,footway,,,,,,,"[8630464098, 8630417713, 8630417854, 8669825311, 8630417710, 8669830420, 10186801770, 8630497816, 8630417701, 8669825314, 8674845142, 8630417702]",,,,,,,,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 2435 E Baseline Rd, Phoenix",,,,,yes,,,,,,,,,,,,,,,,,,,,,,
way,930815850,"LINESTRING (-112.0320548 33.3823749, -112.031879 33.382136, -112.0318387 33.3821631, -112.0314966 33.3823932, -112.0317121 33.3826087)",,,footway,,,,,,,"[8630417710, 8630417711, 8630417881, 8630417712, 8630417713]",,,,,,,,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 2435 E Baseline Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,930815851,"LINESTRING (-112.0314966 33.3823932, -112.0309265 33.382779, -112.030905 33.3827936)",,,footway,,,,,,,"[8630417712, 8630417720, 8630417714]",,,,,,,,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 2435 E Baseline Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,930815852,"LINESTRING (-112.0306856 33.3828576, -112.0307318 33.3828328, -112.0307813 33.3827992, -112.0308309 33.3827526, -112.030851 33.3827216, -112.0308634 33.3827087, -112.0309265 33.382779)",,,footway,,,,,,,"[8630417680, 8630417715, 8630417716, 8630417717, 8630417718, 8630417719, 8630417720]",,,,,,,,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 2435 E Baseline Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,930815858,"LINESTRING (-112.0313878 33.3835587, -112.0311453 33.3833127)",,,footway,,,,,,,"[8630417794, 8630417793]",,,,,,,,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 2435 E Baseline Rd, Phoenix",,,,,,,,,,,,,,,,,,,yes,,,,,,,,
way,930815859,"LINESTRING (-112.0313878 33.3835587, -112.0314196 33.3835931, -112.0315651 33.3837468)",,,footway,,,,,,,"[8630417794, 8630464096, 8630417795]",,,,,,,,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 2435 E Baseline Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,930815861,"LINESTRING (-112.0308 33.3835363, -112.0302448 33.383912)",,,footway,,,,,,,"[8630417653, 8630417804]",,,,,,,,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 2435 E Baseline Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,930815867,"LINESTRING (-112.0312297 33.3832918, -112.0318119 33.38289, -112.0320703 33.383153, -112.0321637 33.383247, -112.032218 33.3833022, -112.0322719 33.3833554)",,,footway,,,,,,,"[8630417824, 8630417825, 8630464094, 8630417828, 8630417826, 8630417827]",,,,,,,,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 2435 E Baseline Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,930815868,"LINESTRING (-112.0321637 33.383247, -112.0316263 33.3836156)",,,footway,,,,,,,"[8630417828, 8630417829]",,,,,,,,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 2435 E Baseline Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,930815869,"LINESTRING (-112.0322634 33.3833617, -112.0325182 33.3836148, -112.032576 33.3836763, -112.0326284 33.3837312, -112.0330325 33.3841409, -112.0330983 33.3842113)",,,footway,,,,,,,"[8630417830, 8630417831, 8630417832, 8630417833, 8630417834, 8630417835]",,,,,,,,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 2435 E Baseline Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,930815870,"LINESTRING (-112.0325182 33.3836148, -112.0326851 33.3835034, -112.0328298 33.3834008, -112.0331231 33.3832049, -112.0330655 33.3831479, -112.032768 33.3828531, -112.0327114 33.3827971)",,,footway,,,,,,,"[8630417831, 8630417836, 8630417837, 8630417838, 8630464069, 8630417977, 8630417839]",,,,,,,,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 2435 E Baseline Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,930815871,"LINESTRING (-112.0327114 33.3827971, -112.0326949 33.3827874, -112.03268 33.3827865, -112.0326502 33.3828035, -112.0325904 33.3828435, -112.0326736 33.3829317, -112.0326132 33.3829719)",,,footway,,,,,,,"[8630417839, 8630417840, 8630417841, 8630417842, 8630417843, 8630417844, 8630417845]",,,,,,,,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 2435 E Baseline Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,930815872,"LINESTRING (-112.0324582 33.3830288, -112.0322492 33.3831662)",,,footway,,,,,,,"[8630417849, 8630417850]",,,,,,,,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 2435 E Baseline Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,930815873,"LINESTRING (-112.0323953 33.3829646, -112.0321583 33.3827219, -112.0320849 33.3826458, -112.0317874 33.3828498, -112.031803 33.3828672)",,,footway,,,,,,,"[8630417848, 8630464099, 8630417851, 8630417852, 8630464097]",,,,,,,,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 2435 E Baseline Rd, Phoenix",,,,,yes,,,,,,,,,,,,,,,,,,,,,,
way,930815874,"LINESTRING (-112.0320849 33.3826458, -112.0319148 33.3824704)",,,footway,,,,,,,"[8630417851, 8630417854]",,,,,,,,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 2435 E Baseline Rd, Phoenix",,,,,yes,,,,,,,,,,,,,,,,,,,,,,
way,930815875,"LINESTRING (-112.03268 33.3827865, -112.032646 33.382772, -112.0326207 33.3827569, -112.0325929 33.3827347, -112.0325736 33.3827145, -112.0325494 33.3826903, -112.0325349 33.3826641, -112.0325192 33.3826298, -112.0325084 33.3825945, -112.0324854 33.3825653, -112.0324637 33.3825431, -112.0324263 33.3825088, -112.0323985 33.3824867, -112.0323683 33.3824715, -112.0323297 33.3824564, -112.0322874 33.3824473, -112.0322475 33.3824433, -112.0321968 33.3824383, -112.0321558 33.3824312, -112.0321111 33.3824141, -112.0320737 33.3823939, -112.0320548 33.3823749)",,,footway,,,,,,,"[8630417841, 8630417855, 8630417856, 8630417857, 8630417858, 8630417859, 8630417860, 8630417861, 8630417862, 8630417863, 8630417864, 8630417865, 8630417866, 8630417867, 8630417868, 8630417869, 8630417870, 8630417871, 8630417872, 8630417873, 8630417874, 8630417710]",,,,,,,,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 2435 E Baseline Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,930815877,"LINESTRING (-112.0318387 33.3821631, -112.031632 33.3819359, -112.0315298 33.3818223, -112.0315514 33.3818016, -112.0315614 33.3817871)",,,footway,,,,,,,"[8630417881, 8630464049, 8630417882, 8630417883, 2938640420]",,,,,,,,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 2435 E Baseline Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,930815878,"LINESTRING (-112.0315614 33.3817871, -112.0315731 33.3817602, -112.0315731 33.3817318, -112.0315653 33.3817031, -112.0315561 33.3816632, -112.0315638 33.3816322, -112.0315669 33.3815973, -112.03157 33.3815572, -112.0315747 33.3815197, -112.0315716 33.3814913, -112.0315839 33.381459, -112.0316025 33.3814254, -112.0316196 33.381393, -112.0316335 33.3813607, -112.0316397 33.3813232, -112.0316443 33.3812159, -112.0316381 33.3811914, -112.0316211 33.3811616, -112.0316134 33.381128, -112.0316134 33.3810957, -112.0316118 33.3810543, -112.031618 33.3810155, -112.0316319 33.3809612, -112.0316397 33.3809276, -112.0316521 33.3808863, -112.0316598 33.3808358, -112.0316629 33.3807971, -112.031666 33.3807505, -112.0316645 33.3807104, -112.0316629 33.3806678, -112.0316598 33.3806264, -112.0316536 33.3805902, -112.0316443 33.3805501, -112.0316397 33.3805204, -112.0316397 33.3804771)",,,footway,,,,,,,"[2938640420, 8630417884, 8630417885, 2938640415, 8630417886, 8630417887, 8630417888, 8630417889, 8630417890, 8630417891, 8630417892, 8630417893, 8630417894, 8630417895, 8630417896, 8630417897, 8630417898, 8630417899, 8630417900, 8630417901, 8630417902, 8630417903, 8630417904, 8630417905, 8630417906, 8630417907, 8630417908, 8630417909, 8630417910, 8630417911, 8630417912, 8630417913, 8630417914, 8630417915, 8630417916]",,,,,,,,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 2435 E Baseline Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,930815880,"LINESTRING (-112.0333613 33.3816385, -112.033488 33.3816375, -112.0335066 33.3816362, -112.0335283 33.3816284, -112.0335422 33.3816194, -112.033553 33.3816052, -112.0335662 33.3815808, -112.0335738 33.3815517, -112.0337372 33.3816162, -112.0337452 33.3816193, -112.0338725 33.3817484, -112.033898 33.3817743)",,,footway,,,,,,,"[8630417704, 8630417944, 8630417945, 8630417946, 8630417947, 8630417948, 8630417949, 8630417950, 8630417960, 8630417951, 8630417953, 8630417952]",,,,,,,,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 2435 E Baseline Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,930815881,"LINESTRING (-112.0338725 33.3817484, -112.0339563 33.3816914)",,,footway,,,,,,,"[8630417953, 8630417954]",,,,,,,,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 2435 E Baseline Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,930815882,"LINESTRING (-112.0342155 33.3812435, -112.0342368 33.3812308, -112.0344378 33.3814383, -112.0345188 33.381521)",,,footway,,,,,,,"[8630417955, 8630417956, 8630417957, 7238077995]",,,,,,,,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 2435 E Baseline Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,930815883,"LINESTRING (-112.0344378 33.3814383, -112.0341775 33.381602, -112.0340004 33.3814251, -112.0337372 33.3816162)",,,footway,,,,,,,"[8630417957, 8630417958, 8630417959, 8630417960]",,,,,,,,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 2435 E Baseline Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,930815884,"LINESTRING (-112.0334562 33.3820553, -112.0335752 33.3819707)",,,footway,,,,,,,"[8630417702, 8630417961]",,,,,,,,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 2435 E Baseline Rd, Phoenix",,,,,yes,,,,,,,,,,,,,,,,,,,,,,
way,930815885,"LINESTRING (-112.0334562 33.3820553, -112.0337634 33.3823805, -112.0339248 33.3825512)",,,footway,,,,,,,"[8630417702, 8630464068, 8669825259]",,,,,,,,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 2435 E Baseline Rd, Phoenix",,,,,yes,,,,,,,,,,,,,,,,,,,,,,
way,930815886,"LINESTRING (-112.033959 33.3825873, -112.0340736 33.3824968, -112.0341758 33.3824114, -112.0343136 33.3822848, -112.0344359 33.3821594, -112.0345075 33.3820785)",,,footway,,,,,,,"[8630417962, 8630417965, 8630417966, 8630417967, 8630417968, 8555637577]",,,,,,,,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 2435 E Baseline Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,930815887,"LINESTRING (-112.033959 33.3825873, -112.033918 33.382612, -112.0338328 33.3826637, -112.0337504 33.382696, -112.0336663 33.3827135, -112.0335663 33.3827091, -112.0335443 33.3827065, -112.0334226 33.3826916, -112.0331421 33.3826506, -112.0331266 33.3826506, -112.033072 33.3826506, -112.0329492 33.3827238, -112.032768 33.3828531)",,,footway,,,,,,,"[8630417962, 10186972516, 8630417969, 8630417970, 8630417971, 8630417972, 8630464071, 8630417973, 8630417974, 8669830419, 8630417975, 8630417976, 8630417977]",,,,,,,,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 2435 E Baseline Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,930825075,"LINESTRING (-112.0329357 33.3814406, -112.0328683 33.3814904, -112.0328861 33.3814975, -112.0328561 33.3817473)",,,footway,,,,,,,"[8630464043, 8630464044, 8630464045, 8630464046]",,,,,,,,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 2435 E Baseline Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,930825076,"LINESTRING (-112.0328683 33.3814904, -112.0327507 33.3815679)",,,footway,,,,,,,"[8630464044, 8630464047]",,,,,,,,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 2435 E Baseline Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,930825077,"LINESTRING (-112.0328683 33.3814904, -112.032383 33.381438, -112.0321638 33.3815833, -112.031632 33.3819359)",,,footway,,,,,,,"[8630464044, 8630464048, 8630497815, 8630464049]",,,,,,,,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 2435 E Baseline Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,930825079,"LINESTRING (-112.0332508 33.3822936, -112.0332462 33.3823247, -112.0332451 33.3823344, -112.0337634 33.3823805)",,,footway,,,,,,,"[8630464066, 8669830417, 8630464067, 8630464068]",,,,,,,,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 2435 E Baseline Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,930825080,"LINESTRING (-112.0330655 33.3831479, -112.0332317 33.3830346, -112.0336105 33.3827773, -112.0335443 33.3827065)",,,footway,,,,,,,"[8630464069, 10186977340, 8630464070, 8630464071]",,,,,,,,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 2435 E Baseline Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,930825081,"LINESTRING (-112.034022 33.3827191, -112.0337508 33.382904, -112.0336252 33.3827677, -112.0336105 33.3827773)",,,footway,,,,,,,"[8630464072, 8630464073, 8630464074, 8630464070]",,,,,,,,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 2435 E Baseline Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,930825086,"LINESTRING (-112.031975 33.3832174, -112.0314805 33.3835517)",,,footway,,,,,,,"[8630464102, 8630464095]",,,,,,,,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 2435 E Baseline Rd, Phoenix",,,,,yes,,,,,,,,,,,,,,,,,,,,,,
way,930825087,"LINESTRING (-112.0314805 33.3835517, -112.0314196 33.3835931)",,,footway,,,,,,,"[8630464095, 8630464096]",,,,,,,,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 2435 E Baseline Rd, Phoenix",,,,,yes,,,,,,,,,,,,,,,,,,,,,,
way,930825088,"LINESTRING (-112.0325904 33.3828435, -112.0325755 33.3828533, -112.0325467 33.3828658, -112.0323953 33.3829646)",,,footway,,,,,,,"[8630417843, 8630417846, 8630417847, 8630417848]",,,,,,,,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 2435 E Baseline Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,930825089,"LINESTRING (-112.0323953 33.3829646, -112.0324582 33.3830288)",,,footway,,,,,,,"[8630417848, 8630417849]",,,,,,,,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 2435 E Baseline Rd, Phoenix",,,,,yes,,,,,,,,,,,,,,,,,,,,,,
way,930825090,"LINESTRING (-112.031803 33.3828672, -112.0318194 33.3828845, -112.0318119 33.38289)",,,footway,,,,,,,"[8630464097, 8630417853, 8630417825]",,,,,,,,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 2435 E Baseline Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,930825091,"LINESTRING (-112.0312113 33.3829502, -112.031293 33.3828943)",,,footway,,,,,,,"[8630417697, 8630464098]",,,,,,,,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 2435 E Baseline Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,930825092,"LINESTRING (-112.0334562 33.3820553, -112.0333175 33.3819181, -112.0333613 33.3816385, -112.0332596 33.3815442)",,,footway,,,,,,,"[8630417702, 8630417703, 8630417704, 8630417705]",,,,,,,,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 2435 E Baseline Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,930825093,"LINESTRING (-112.0321583 33.3827219, -112.0320545 33.3827939, -112.032073 33.3828135)",,,footway,,,,,,,"[8630464099, 8630464100, 8630464101]",,,,,,,,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 2435 E Baseline Rd, Phoenix",,,,,yes,,,,,,,,,,,,,,,,,,,,,,
way,930825094,"LINESTRING (-112.0320703 33.383153, -112.031975 33.3832174)",,,footway,,,,,,,"[8630464094, 8630464102]",,,,,,,,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 2435 E Baseline Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,930825095,"LINESTRING (-112.0308 33.3835363, -112.0308585 33.3834952)",,,footway,,,,,,,"[8630417653, 8630464104]",,,,,,,,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 2435 E Baseline Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,930825096,"LINESTRING (-112.0308585 33.3834952, -112.0308827 33.3834787, -112.0311369 33.3833048, -112.0311631 33.3832862)",,,footway,,,,,,,"[8630464104, 8647430001, 8647430000, 8630464103]",,,,,,,,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 2435 E Baseline Rd, Phoenix",,,,,yes,,,,,,,,,,,,,,,,,,,,,,
way,930825102,"LINESTRING (-112.0310413 33.3822384, -112.0309219 33.3823174, -112.0309149 33.3822976, -112.0309026 33.3822712, -112.0308886 33.3822486, -112.0308684 33.3822156, -112.030857 33.3821922, -112.0308483 33.3821607, -112.0308465 33.3821256, -112.0308535 33.3820875, -112.0308658 33.3820619, -112.0308895 33.3820282, -112.0309272 33.3819858, -112.0309429 33.3819587, -112.0309543 33.3819397, -112.0309657 33.3819126, -112.0309789 33.3818921, -112.0309938 33.3818745, -112.0310157 33.3818511, -112.0310499 33.3818299, -112.0310858 33.381816, -112.031127 33.3818043, -112.0311744 33.3817991, -112.0312243 33.381805, -112.0312515 33.3818138, -112.0312909 33.3818321, -112.0313234 33.3818496, -112.0313492 33.381861, -112.0313855 33.3818718, -112.0314435 33.381865, -112.0314855 33.3818526, -112.0315118 33.3818401, -112.0315298 33.3818223)",,,footway,,,,,,,"[8630497777, 8630497778, 8630497779, 8630497780, 8630497781, 8630497782, 8630497783, 8630497784, 8630497785, 8630497786, 8630497787, 8630497788, 8630497789, 8630497790, 8630497791, 8630497792, 8630497793, 8630497794, 8630497795, 8630497796, 8630497797, 8630497798, 8630497799, 8630497800, 8630497801, 8630497802, 8630497803, 8630497804, 8630497805, 8630497806, 8630497807, 8630497808, 8630417882]",,,,,,,,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 2435 E Baseline Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,930825103,"LINESTRING (-112.0321079 33.3819751, -112.0323105 33.3818325)",,,footway,,,,,,,"[8674845162, 8677372809]",,,,,,,,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 2435 E Baseline Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,930825105,"LINESTRING (-112.032326 33.3817639, -112.032358 33.3817992, -112.0325634 33.3820276)",,,footway,,,,,,,"[8677372810, 8630464055, 8630497816]",,,,-1,,,,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 2435 E Baseline Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,930825109,"LINESTRING (-112.0316397 33.3804771, -112.0316394 33.3804392, -112.0318608 33.380445, -112.0324345 33.3802801, -112.0324354 33.3802285)",,,footway,,,,,,,"[8630417916, 8630497853, 8630497854, 8630497855, 8630497856]",,,,,,,,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 2435 E Baseline Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,930825110,"LINESTRING (-112.0324354 33.3802285, -112.0324397 33.3801093)",,,footway,,,,,,,"[8630497856, 8630497857]",,,,1,,,,,,,,,,,,,,,yes,,,"Walmart Neighborhood Market, 2435 E Baseline Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,932872491,"LINESTRING (-112.0311453 33.3833127, -112.0311369 33.3833048)",,,footway,,,,,,,"[8630417793, 8647430000]",,,,,,,,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 2435 E Baseline Rd, Phoenix",,,,,yes,,,,,,,,,,,,,,,,,,,,,,
way,932872492,"LINESTRING (-112.0308422 33.3834381, -112.0308827 33.3834787)",,,footway,,,,,,,"[8630417656, 8647430001]",,,,,,,,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 2435 E Baseline Rd, Phoenix",,,,,yes,,,,,,,,,,,,,,,,,,,,,,
way,935566185,"LINESTRING (-112.0325634 33.3820276, -112.0326486 33.3821155, -112.0325794 33.3821588)",,,footway,,,,,,,"[8630497816, 8669825312, 8669825313]",,concrete,,,,,,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 2435 E Baseline Rd, Phoenix",,,,,yes,,,,,,,,,,,,,,,,,,,,,,
way,935566186,"LINESTRING (-112.0326486 33.3821155, -112.0326649 33.3821039, -112.0328107 33.3820006)",,,footway,,,,,,,"[8669825312, 8669825315, 8669825314]",,concrete,,,,,,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 2435 E Baseline Rd, Phoenix",,,,,yes,,,,,,,,,,,,,,,,,,,,,,
way,935566187,"LINESTRING (-112.0326649 33.3821039, -112.0328572 33.3822946)",,,footway,,,,,,,"[8669825315, 8669825316]",,concrete,,,,,,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 2435 E Baseline Rd, Phoenix",,,,,yes,,,,,,,,,,,,,,,,,,,,,,
way,935566188,"LINESTRING (-112.0328572 33.3822946, -112.0332462 33.3823247)",,,footway,,,,,,,"[8669825316, 8669830417]",,concrete,,,,,,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 2435 E Baseline Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,935566189,"LINESTRING (-112.0328572 33.3822946, -112.0328138 33.3823264, -112.0331266 33.3826506)",,,footway,,,,,,,"[8669825316, 8669830418, 8669830419]",,concrete,,,,,,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 2435 E Baseline Rd, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,935566190,"LINESTRING (-112.0322312 33.382254, -112.0325035 33.3825339)",,,footway,,,,,,,"[8669830420, 8669830421]",,concrete,,,,,,,,,,,,,,,,,,,,"Walmart Neighborhood Market, 2435 E Baseline Rd, Phoenix",,,,,yes,,,,,,,,,,,,,,,,,,,,,,
